# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-T" "6" "-s" "2" "-a" "downloads/Saccharomyces_cerevisiae.R64-1-1.108.gtf" "-o" "counts/counts.txt" "hisat2/control_ribo_rep1_sorted_markdup_filt.bam" 
Geneid	Chr	Start	End	Strand	Length	hisat2/control_ribo_rep1_sorted_markdup_filt.bam
YLR152C	XII	442958	444688	-	1731	1432
YLR370C	XII	861718	862254	-	537	1986
YLL026W	XII	88623	91349	+	2727	38255
YLR289W	XII	715089	717026	+	1938	669
YLL066W-B	XII	5605	5775	+	171	0
YLR114C	XII	374944	377238	-	2295	1952
YLR213C	XII	566654	567922	-	1269	199
YLR146C	XII	432823	433725	-	903	1011
YLR445W	XII;XII	1024189;1024655	1024572;1024837	+;+	567	17
RDN18-2	XII	465070	466869	-	1800	0
YLR169W	XII	500335	500688	+	354	1
YLR202C	XII;XII	550194;550575	550458;550636	-;-	327	98
YLL053C	XII	35503	35961	-	459	135
YLR333C	XII	795573	795899	-	327	6189
YLR082C	XII	292394	293572	-	1179	611
YLR193C	XII	540009	540536	-	528	833
YLL043W	XII	49938	51947	+	2010	3884
YLR337C	XII	802653	805106	-	2454	3617
YLL066W-A	XII	6486	6968	+	483	0
YLR039C	XII	225426	228596	-	3171	2265
YLR457C	XII	1055812	1056771	-	960	346
YLR377C	XII	873746	874792	-	1047	64
YLR104W	XII	346585	346980	+	396	801
YLR319C	XII	769318	771684	-	2367	1650
YLR184W	XII	522106	522453	+	348	0
YLR317W	XII	765655	766089	+	435	184
YLL003W	XII	143201	146041	+	2841	1536
YLR004C	XII	157934	159505	-	1572	113
YLR407W	XII	932967	933653	+	687	914
YLR336C	XII	799697	802396	-	2700	2492
YLR430W	XII	993434	1000129	+	6696	10221
YLR436C	XII	1007421	1011245	-	3825	3096
YLR347C	XII	823828	826413	-	2586	6456
YLR324W	XII	779215	780786	+	1572	2644
tV(AAC)L	XII	687859	687932	-	74	0
YLR460C	XII	1059757	1060887	-	1131	832
YLR113W	XII	371620	372927	+	1308	5343
YLR046C	XII	238001	238813	-	813	478
YLR125W	XII	393484	393894	+	411	186
YLR196W	XII	543968	545698	+	1731	5455
YLR363W-A	XII	853461	853718	+	258	516
YLL061W	XII	17956	19707	+	1752	1269
YLR119W	XII	385534	386175	+	642	496
snR57	XII	794937	795024	-	88	140
YLL020C	XII	105556	105861	-	306	61
YLR163C	XII	491866	493254	-	1389	2334
YLL014W	XII	121322	121648	+	327	848
YLR129W	XII	399657	402488	+	2832	4612
tD(GUC)L2	XII	793918	793989	+	72	0
YLR173W	XII	502421	504247	+	1827	1262
YLR090W	XII	320701	322080	+	1380	2359
YLR286W-A	XII	708562	708696	+	135	13
snR55	XII	794697	794794	-	98	54
YLR259C	XII	663284	665002	-	1719	23654
YLR219W	XII	574151	576337	+	2187	3514
YLR401C	XII	922442	924448	-	2007	3402
YLL058W	XII	23569	25296	+	1728	1339
YLR177W	XII	511054	512940	+	1887	5955
YLR415C	XII	954259	954597	-	339	70
YLR467W	XII	1072508	1077898	+	5391	5
YLR302C	XII	732191	732553	-	363	3
YLR185W	XII;XII	522663;523029	522669;523288	+;+	267	6820
YLR060W	XII	260979	262766	+	1788	12563
YLR313C	XII	760750	762342	-	1593	280
YLR303W	XII	732542	733876	+	1335	10648
YLR154W-B	XII	454392	454556	+	165	1
YLL029W	XII	81461	83710	+	2250	5995
YLL047W	XII	46672	47055	+	384	12
YLR285C-A	XII	708168	708338	-	171	98
YLR001C	XII	151389	153977	-	2589	2252
snR79	XII	348427	348510	-	84	42
YLR465C	XII	1067045	1067353	-	309	8
YLR015W	XII	175227	176744	+	1518	1137
YLR432W	XII	1002557	1004128	+	1572	15553
YLR081W	XII	290212	291936	+	1725	34
YLR166C	XII	495429	498044	-	2616	2563
YLR383W	XII	885288	888632	+	3345	2056
YLR035C	XII	212369	214456	-	2088	808
YLR044C	XII	232390	234081	-	1692	183027
YLR293C	XII	720771	721430	-	660	15418
YLR399W-A	XII	920869	920973	+	105	2
YLR192C	XII	538792	539589	-	798	4000
YLR300W	XII	728955	730301	+	1347	13382
YLR098C	XII	337527	339473	-	1947	1112
YLR448W	XII;XII	1028854;1029253	1028868;1029768	+;+	531	12673
YLR381W	XII	879723	881924	+	2202	1093
YLR280C	XII	704483	704833	-	351	2
snR44	XII	856710	856920	+	211	725
YLR367W	XII;XII	856442;857058	856574;857317	+;+	393	4289
YLR309C	XII	749034	751769	-	2736	3168
YLR299W	XII	726069	728051	+	1983	1946
YLR224W	XII	586464	587573	+	1110	1926
YLR029C	XII	201976	202590	-	615	28229
YLR373C	XII	868662	871367	-	2706	1981
YLR092W	XII	323544	326225	+	2682	1086
YLL018C-A	XII	108676	108972	-	297	672
RDN25-2	XII	460923	464318	-	3396	0
YLR066W	XII	267169	267723	+	555	1675
RDN58-1	XII	455414	455571	-	158	0
YLR146W-A	XII	433870	434058	+	189	198
YLR175W	XII	506134	507585	+	1452	10251
YLR402W	XII	924889	925080	+	192	160
YLR158C	XII	482549	483637	-	1089	0
YLL051C	XII	37333	39471	-	2139	2984
YLR314C	XII	762575	764137	-	1563	5432
YLR438C-A	XII	1013909	1014178	-	270	669
YLR209C	XII	560797	561732	-	936	1605
YLR019W	XII	180288	181481	+	1194	1931
YLR123C	XII	391078	391407	-	330	35
YLR353W	XII	834352	836163	+	1812	1307
YLR361C	XII	847388	849124	-	1737	1585
YLL033W	XII	73409	74101	+	693	174
YLR389C	XII	899577	902660	-	3084	7843
YLR438W	XII	1012501	1013775	+	1275	3474
YLR290C	XII	717145	717978	-	834	1100
YLR270W	XII	681186	682238	+	1053	3384
YLR194C	XII	540809	541573	-	765	15211
YLR006C	XII	161755	163893	-	2139	2409
YLR223C	XII	582233	585490	-	3258	3354
YLR195C	XII	541937	543304	-	1368	2387
YLL016W	XII	112847	115993	+	3147	702
YLL067W-A	XII	843	1325	+	483	0
YLR398C	XII	915156	919019	-	3864	6052
YLR418C	XII	956914	958095	-	1182	1823
YLR010C	XII	167320	167802	-	483	185
YLR307W	XII	745620	746525	+	906	116
YLR356W	XII	840321	840914	+	594	898
YLR431C	XII	1000342	1001703	-	1362	557
YLR109W	XII	368781	369311	+	531	14226
tI(UAU)L	XII;XII	605300;605396	605335;605432	-;-	73	22
YLR364W	XII	854062	854391	+	330	349
YLR106C	XII	349006	363738	-	14733	40070
YLR083C	XII	294091	296094	-	2004	5575
YLR274W	XII	691555	693882	+	2328	2504
YLR413W	XII	951156	953183	+	2028	13048
YLR412C-A	XII	950267	950473	-	207	3
YLR340W	XII	805887	806825	+	939	38399
YLR055C	XII	251272	253080	-	1809	1558
YLR254C	XII	644404	644973	-	570	673
YLL017W	XII	112234	112545	+	312	56
YLR121C	XII	388744	390270	-	1527	7939
tA(AGC)L	XII	656934	657006	-	73	0
YLL042C	XII	52087	52590	-	504	116
YLR157W-D	XII	475764	475976	+	213	0
YLR211C	XII;XII	563792;564514	564454;564531	-;-	681	292
YLR400W	XII	922063	922536	+	474	9
YLR105C	XII	347047	348180	-	1134	801
YLR142W	XII	425186	426616	+	1431	1422
YLR376C	XII	872826	873554	-	729	257
YLR318W	XII	766542	769196	+	2655	396
YLR239C	XII	616332	617318	-	987	1004
YLR262C-A	XII	669468	669662	-	195	1024
tE(UUC)L	XII	797178	797249	+	72	0
YLL037W	XII	66562	66942	+	381	7
YLR452C	XII	1039270	1041366	-	2097	2495
YLR372W	XII	867354	868391	+	1038	5155
YLR154W-C	XII	454696	455070	+	375	2
ETS2-1	XII	451575	451785	-	211	0
YLR363C	XII	852495	853151	-	657	393
YLR207W	XII	556788	559289	+	2502	2990
YLR312W-A	XII	759480	760241	+	762	857
YLR188W	XII	528300	530387	+	2088	3250
YLR011W	XII	169103	169678	+	576	337
YLR159W	XII	485345	485689	+	345	0
YLR328W	XII	784913	786118	+	1206	2012
YLR171W	XII	500733	501122	+	390	4
YLR241W	XII	620473	622821	+	2349	4459
YLR245C	XII	626502	626930	-	429	338
YLR360W	XII	846103	847422	+	1320	1109
snR30	XII	198784	199389	+	606	42658
YLR205C	XII	552724	553677	-	954	424
RDN25-1	XII	451786	455181	-	3396	0
YLR161W	XII	488997	489341	+	345	1
YLR287C	XII	710991	712058	-	1068	1448
YLR366W	XII	855538	855843	+	306	34
YLR410W	XII	937541	940981	+	3441	7592
YLR230W	XII	604574	604879	+	306	18
YLR097C	XII	336231	337265	-	1035	1096
YLR397C	XII	912550	914892	-	2343	2427
YLR120C	XII	386511	388220	-	1710	8669
YLR335W	XII	797430	799592	+	2163	6588
YLR399C	XII	919536	921596	-	2061	4473
YLL044W	XII	48216	48662	+	447	47
YLR453C	XII	1041799	1042986	-	1188	289
YLL057C	XII	25756	26994	-	1239	130
YLR388W	XII	898651	898821	+	171	2918
YLR249W	XII	636780	639914	+	3135	136726
YLR151C	XII	441715	442737	-	1023	549
YLR260W	XII	665844	667907	+	2064	1718
YLL010C	XII	129330	130613	-	1284	1971
YLR133W	XII	408445	410193	+	1749	2040
YLR329W	XII;XII	786442;786713	786615;787333	+;+	795	47
snR6	XII	366235	366346	+	112	55
YLL011W	XII	127523	128992	+	1470	1921
YLR384C	XII	888851	892900	-	4050	11200
YLR203C	XII	550650	551960	-	1311	3414
YLR156C-A	XII	472479	472610	-	132	0
YLR394W	XII	907950	909398	+	1449	753
YLR021W	XII	183623	184162	+	540	888
YLR331C	XII	790669	791046	-	378	4
YLR450W	XII	1032627	1035764	+	3138	5838
YLR140W	XII	423474	423800	+	327	2
YLR157W-E	XII	481873	482037	+	165	0
YLR390W	XII	903066	903404	+	339	553
YLR291C	XII	718317	719462	-	1146	3763
RDN5-4	XII	482045	482163	+	119	0
YLR408C	XII	933885	934253	-	369	124
YLR240W	XII	617533	620160	+	2628	2666
YLR018C	XII	178707	179606	-	900	1266
YLR344W	XII;XII	819312;819778	819330;820142	+;+	384	8073
YLR412W	XII	948368	949192	+	825	1339
YLR447C	XII	1026856	1027893	-	1038	7239
YLR361C-A	XII	849383	849679	-	297	296
YLR112W	XII	370791	371210	+	420	203
YLR435W	XII	1006378	1006995	+	618	820
YLR084C	XII	296589	300251	-	3663	2609
snR34	XII	899180	899382	+	203	1078
YLR091W	XII	322297	323178	+	882	422
YLR275W	XII;XII	694378;694473	694382;694800	+;+	333	436
YLR102C	XII	342970	343767	-	798	521
YLR263W	XII	670340	672823	+	2484	460
YLR379W	XII	876922	877296	+	375	2
tL(UAG)L1	XII;XII	592519;592582	592562;592619	-;-	82	20
YLR459W	XII	1057334	1058518	+	1185	1067
YLR316C	XII;XII;XII	765266;766130;766250	766073;766181;766358	-;-;-	969	688
YLR277C	XII	697156	699495	-	2340	1754
tP(UGG)L	XII;XII	92548;92615	92583;92650	+;+	72	0
YLR229C	XII	604212	604787	-	576	2930
YLR120W-A	XII	388672	388773	+	102	9
YLR048W	XII;XII	242232;242681	242321;243349	+;+	759	21287
YLL059C	XII	22474	22980	-	507	67
YLR238W	XII	614755	616191	+	1437	1023
YLR283W	XII	705186	706130	+	945	619
YLR298C	XII	724721	725416	-	696	655
YLR232W	XII	606830	607177	+	348	6
YLR086W	XII	302243	306499	+	4257	4281
YLR053C	XII	248100	248426	-	327	30
YLL041C	XII	53131	53931	-	801	2105
YLR330W	XII	787664	789679	+	2016	7220
YLR244C	XII	625168	626331	-	1164	6852
YLR299C-A	XII	727911	728003	-	93	2
YLL019W-A	XII	106908	107000	+	93	2
YLR258W	XII	660716	662833	+	2118	14977
YLR174W	XII	504591	505829	+	1239	422
YLR444C	XII	1023686	1023988	-	303	3
YLR315W	XII	764808	765269	+	462	175
YLR374C	XII	871453	871842	-	390	28
YLR154W-F	XII	455883	456023	+	141	0
tR(ACG)L	XII	374355	374427	+	73	1
YLR172C	XII	501260	502162	-	903	3630
YLR273C	XII	689083	691029	-	1947	667
tK(UUU)L	XII;XII	875376;875436	875412;875471	+;+	73	4
YLL012W	XII	125534	127255	+	1722	853
YLR022C	XII	184174	184926	-	753	1296
YLR382C	XII	882067	884751	-	2685	2058
YLR041W	XII	229377	229697	+	321	12
YLR466C-A	XII	1070387	1070869	-	483	0
YLR268W	XII	680200	680844	+	645	2034
YLR420W	XII	963785	964879	+	1095	3099
ITS1-1	XII	455572	455932	-	361	0
YLR137W	XII	417006	418109	+	1104	503
YLR087C	XII	306855	315731	-	8877	7687
YLL049W	XII	40666	41205	+	540	616
tL(CAA)L	XII;XII	628383;628454	628420;628497	+;+	82	5
RDN37-1	XII;XII;XII	451786;455414;455933	455181;455571;457732	-;-;-	5354	0
YLR426W	XII;XII	987062;987213	987141;988113	+;+	981	457
YLL035W	XII	68580	70478	+	1899	1499
YLL009C	XII	131205	131414	-	210	614
YLR036C	XII	221521	222132	-	612	300
YLR118C	XII	384725	385408	-	684	1521
ETS1-2	XII	466870	467569	-	700	155
YLR406C	XII;XII	931065;931699	931349;931755	-;-	342	5343
ITS1-2	XII	464709	465069	-	361	0
YLR136C	XII	415801	416658	-	858	406
YLR385C	XII	892992	893390	-	399	130
YLR281C	XII	704493	704960	-	468	10
YLR138W	XII	418437	421394	+	2958	6614
YLL019C	XII	105686	107899	-	2214	5014
YLR284C	XII	706198	707040	-	843	472
YLR295C	XII	721999	722373	-	375	1566
YLR307C-A	XII	746848	747111	-	264	26
YLR349W	XII	827521	828027	+	507	27
YLR248W	XII	634252	636084	+	1833	6579
YLL006W-A	XII	136345	136521	+	177	0
YLR127C	XII	395758	398319	-	2562	1382
YLR002C	XII	154343	156334	-	1992	2559
YLR168C	XII	499578	500270	-	693	497
YLR342W-A	XII	815810	815983	+	174	222
YLR031W	XII	204225	204785	+	561	192
RDN5-3	XII	472465	472583	+	119	0
YLR189C	XII	530797	534393	-	3597	3278
YLR358C	XII	843487	844050	-	564	13
YLR134W	XII	410723	412414	+	1692	765
YLR051C	XII	246324	246977	-	654	1442
YLR466C-B	XII	1071594	1071710	-	117	18
YLR215C	XII	570776	571858	-	1083	663
YLR206W	XII	554578	556419	+	1842	4760
tI(AAU)L2	XII	1052071	1052144	-	74	0
YLR201C	XII	549511	550293	-	783	1228
YLL018C	XII	109902	111575	-	1674	17978
YLL025W	XII	94747	95121	+	375	54
YLR392C	XII	904749	906305	-	1557	1293
YLR063W	XII	264157	265254	+	1098	485
tA(UGC)L	XII	214883	214955	-	73	0
YLR124W	XII	391600	391944	+	345	13
YLR350W	XII	828730	829380	+	651	4482
YLR312C	XII	757637	758833	-	1197	339
YLR204W	XII	552270	552605	+	336	735
YLL007C	XII	134302	136299	-	1998	853
YLR141W	XII	423683	424774	+	1092	397
tD(GUC)L1	XII	427132	427203	+	72	1
YLL038C	XII	65775	66518	-	744	692
YLR257W	XII	658826	659791	+	966	12333
YLR108C	XII	366667	368124	-	1458	654
YLR163W-A	XII	492812	492925	+	114	0
YLR416C	XII	954491	954889	-	399	10
YLR375W	XII	871697	872728	+	1032	3036
YLR287C-A	XII;XII	712537;713156	712725;713158	-;-	192	6014
YLR154W-E	XII	455433	455636	+	204	20
YLR155C	XII	469317	470405	-	1089	0
tS(AGA)L	XII	167944	168025	-	82	0
YLR003C	XII	156855	157730	-	876	1530
YLR221C	XII	578362	579024	-	663	1434
YLR355C	XII	838066	839253	-	1188	20162
YLR464W	XII;XII	1066572;1067364	1067084;1067501	+;+	651	0
YLR446W	XII	1025214	1026515	+	1302	426
YLR237W	XII	612367	614163	+	1797	1614
YLR441C	XII	1018141	1018908	-	768	24813
YLR178C	XII	513162	513821	-	660	3380
YLR028C	XII	199540	201315	-	1776	8192
YLR043C	XII	231702	232013	-	312	2848
YLR218C	XII	573466	573918	-	453	255
YLR243W	XII	624203	625021	+	819	1225
YLR148W	XII	434641	437397	+	2757	2206
YLR162W-A	XII	490406	490594	+	189	2
YLR462W	XII	1065956	1066564	+	609	8
RDN37-2	XII;XII;XII	460923;464551;465070	464318;464708;466869	-;-;-	5354	0
YLR095C	XII	329677	332115	-	2439	2057
YLR199C	XII;XII	547853;548764	548677;548769	-;-	831	1397
YLR154W-A	XII	452438	452623	+	186	2
YLR154C	XII	447982	448314	-	333	647
YLL064C	XII	13083	13445	-	363	4
YLR461W	XII	1062919	1063281	+	363	12
tL(UAA)L	XII	962972	963055	-	84	4
YLR265C	XII	674427	675455	-	1029	778
YLR428C	XII	990617	990961	-	345	9
YLR242C	XII	622918	623883	-	966	347
YLR351C	XII	829489	830364	-	876	2868
YLR306W	XII;XII	744151;744288	744153;744851	+;+	567	316
YLR130C	XII	402794	404062	-	1269	2232
YLL028W	XII	84804	86564	+	1761	1086
YLR183C	XII	520543	522012	-	1470	998
tR(CCG)L	XII	818609	818680	+	72	2
YLR042C	XII	229966	230451	-	486	158
YLR396C	XII	910235	912310	-	2076	1251
YLR122C	XII	390954	391331	-	378	14
YLR326W	XII	782174	782896	+	723	639
YLR024C	XII	187663	193281	-	5619	2397
YLR442C	XII	1019315	1022251	-	2937	2642
YLR380W	XII	878282	879508	+	1227	2582
YLR061W	XII;XII	263194;263595	263205;263948	+;+	366	8979
YLR386W	XII	893628	896270	+	2643	2217
YLR387C	XII	896374	897672	-	1299	2838
YLR422W	XII	965897	971695	+	5799	4834
YLR354C	XII	836350	837357	-	1008	15639
YLR434C	XII	1006025	1006408	-	384	30
YLL039C	XII	64062	65207	-	1146	10719
YLR149C	XII	437631	439823	-	2193	2844
YLR208W	XII	559551	560444	+	894	3934
RDN5-6	XII	489349	489469	+	121	0
YLR115W	XII	377985	380564	+	2580	2444
YLR005W	XII	160049	161434	+	1386	1487
YLR147C	XII	434158	434463	-	306	440
YLR076C	XII	283185	283607	-	423	46
YLR162W	XII	489573	489929	+	357	0
YLR451W	XII	1036093	1038753	+	2661	1914
YLR212C	XII	564860	566281	-	1422	989
YLR454W	XII	1043998	1051884	+	7887	10983
YLR437C-A	XII	1012459	1012686	-	228	19
YLR064W	XII	265456	266277	+	822	1333
YLR132C	XII	407283	408155	-	873	458
YLR182W	XII	517940	520351	+	2412	2158
YLR038C	XII	224921	225172	-	252	879
YLR107W	XII	364116	365330	+	1215	1634
YLR139C	XII	421542	423473	-	1932	872
YLR305C	XII	738161	743863	-	5703	9664
YLR339C	XII	805784	806335	-	552	38
YLR062C	XII	263577	263954	-	378	16
YLR334C	XII	796698	797078	-	381	1
YLL002W	XII	146291	147601	+	1311	487
YLR070C	XII	274141	275211	-	1071	287
YLR157C	XII	472969	474057	-	1089	0
YLR226W	XII	589354	590541	+	1188	761
YLL048C	XII	41280	46265	-	4986	14769
YLL024C	XII	95566	97485	-	1920	48275
YLR009W	XII	166537	167136	+	600	3069
YLR057W	XII	255306	257855	+	2550	2082
YLR348C	XII	826977	827873	-	897	1243
YLR439W	XII	1014491	1015450	+	960	1433
YLR236C	XII	611794	612117	-	324	8
YLR345W	XII	820511	822040	+	1530	2703
YLR050C	XII	245587	246072	-	486	683
YLR332W	XII	790676	791806	+	1131	3681
YLR369W	XII	859552	861525	+	1974	2222
YLL065W	XII	11726	12076	+	351	0
tX(XXX)L	XII;XII	784354;784410	784389;784453	+;+	80	2
RDN5-1	XII	459676	459796	+	121	0
YLR417W	XII	955010	956710	+	1701	1455
YLR179C	XII	514108	514713	-	606	6590
YLR013W	XII	171339	171764	+	426	2
YLR116W	XII	380822	382252	+	1431	2730
YLR371W	XII	862714	866784	+	4071	5251
YLR222C	XII	579318	581771	-	2454	4725
YLR365W	XII	855199	855531	+	333	3
YLR440C	XII	1015568	1017697	-	2130	1729
YLR059C	XII	259738	260547	-	810	1611
YLR165C	XII	494494	495258	-	765	355
YLR421C	XII	965090	965560	-	471	2343
YLL027W	XII	87403	88155	+	753	1985
YLR292C	XII	719789	720370	-	582	1311
YLR034C	XII	210512	211933	-	1422	1824
YLR016C	XII	176802	177416	-	615	671
YLR255C	XII	645600	645953	-	354	20
YLR297W	XII	724044	724433	+	390	664
YLR225C	XII	587695	588918	-	1224	2772
YLR047C	XII	239347	241407	-	2061	1293
YLL022C	XII	99044	100201	-	1158	1258
tI(AAU)L1	XII	734802	734875	+	74	1
YLR395C	XII	909729	909965	-	237	1029
YLL067C	XII;XII	585;4015	3915;4301	-;-	3618	383
YLR359W	XII	844282	845730	+	1449	14238
YLR456W	XII	1055070	1055684	+	615	248
YLR067C	XII	267813	270710	-	2898	1287
RDN58-2	XII	464551	464708	-	158	0
YLR040C	XII	228908	229582	-	675	4251
YLL013C	XII	122075	124714	-	2640	5402
YLR320W	XII	771940	776304	+	4365	1807
YLL045C	XII	47859	48629	-	771	24507
YLR352W	XII	831116	833539	+	2424	1016
YLR160C	XII	486201	487289	-	1089	4
YLR071C	XII	275378	278626	-	3249	3409
YLR286C	XII	708448	710136	-	1689	16486
YLR037C	XII	222685	223059	-	375	191
YLL004W	XII	141073	142923	+	1851	575
YLR100W	XII	341810	342853	+	1044	4358
YLR088W	XII	316107	317951	+	1845	2195
YLR216C	XII	572096	573211	-	1116	13033
YLL040C	XII	54211	63645	-	9435	20050
YLR154C-G	XII	462522	462671	-	150	0
YLR410W-B	XII	941483	946796	+	5314	420
YLR410W-A	XII	941483	942799	+	1317	0
YLR157C-A	XII	480279	481601	-	1323	0
YLR256W-A	XII	651117	652439	+	1323	1278
YLR035C-A	XII	215440	218907	-	3468	37
YLR227W-A	XII	593438	594760	+	1323	0
YLR157C-B	XII	476333	481601	-	5269	64
YLR227W-B	XII	593438	598706	+	5269	4970
YPL071C	XVI	420048	420518	-	471	727
YPL208W	XVI	157842	159593	+	1752	1672
YPL102C	XVI	360003	360305	-	303	9
YPL217C	XVI	139620	143171	-	3552	7022
YPL197C	XVI	174343	174756	-	414	9
YPR139C	XVI	813156	814058	-	903	1564
YPR169W	XVI	878690	880168	+	1479	2651
YPL257W	XVI	63279	63860	+	582	110
snR41	XVI	719148	719242	-	95	674
YPL009C	XVI	535820	538936	-	3117	3842
YPL183C	XVI	199495	202536	-	3042	3860
YPR065W	XVI	679693	680799	+	1107	1190
YPR099C	XVI	729757	730113	-	357	28
YPR032W	XVI	634123	637224	+	3102	2945
tM(CAU)P	XVI	338848	338919	-	72	0
YPR194C	XVI	924304	926937	-	2634	1354
YPL084W	XVI	394038	396572	+	2535	4673
YPR101W	XVI	730492	731019	+	528	580
YPL179W	XVI	208157	209806	+	1650	4358
YPL224C	XVI	126634	128088	-	1455	2032
tG(GCC)P2	XVI	860379	860449	+	71	1
snR17b	XVI;XVI	281056;281504	281373;281517	-;-	332	8116
YPR204W	XVI	944603	947701	+	3099	93
YPR103W	XVI	732349	733212	+	864	5339
YPR155C	XVI	835563	837413	-	1851	1358
YPL250W-A	XVI	75702	75989	+	288	63
YPL244C	XVI	87014	88033	-	1020	1273
YPR141C	XVI	815734	817923	-	2190	868
YPL275W	XVI	18369	19079	+	711	1
YPR156C	XVI	837909	839777	-	1869	3797
YPL240C	XVI	96496	98625	-	2130	27017
YPR188C	XVI	911988	912479	-	492	1125
YPL111W	XVI	339944	340945	+	1002	3465
YPR119W	XVI	771653	773128	+	1476	1148
YPL192C	XVI	182655	183056	-	402	19
YPL059W	XVI	444579	445031	+	453	1663
YPL218W	XVI;XVI	138698;138865	138725;139409	+;+	573	4864
tI(AAU)P1	XVI	819529	819602	+	74	0
YPL264C	XVI	43283	44344	-	1062	210
YPL198W	XVI;XVI;XVI	173152;173572;174073	173162;173665;174702	+;+;+	735	3189
YPL006W	XVI	544631	548143	+	3513	4796
YPR161C	XVI	864449	866422	-	1974	3405
YPL145C	XVI	278395	279699	-	1305	5794
YPL092W	XVI	373793	375169	+	1377	4394
YPR181C	XVI	897361	899667	-	2307	12847
YPR171W	XVI	883828	885558	+	1731	1716
YPR122W	XVI	782045	785671	+	3627	1803
YPL091W	XVI	375502	376953	+	1452	5657
YPL137C	XVI	292817	296647	-	3831	5914
YPL014W	XVI	527547	528692	+	1146	4006
YPL164C	XVI	239350	241497	-	2148	1598
YPL163C	XVI	241918	242700	-	783	3940
YPR069C	XVI	684556	685437	-	882	6272
YPL038W-A	XVI	480182	480373	+	192	9
YPR072W	XVI	690107	691789	+	1683	3664
YPR067W	XVI	682220	682777	+	558	951
YPL175W	XVI;XVI	218630;218747	218646;220088	+;+	1359	1335
YPL088W	XVI	381965	382993	+	1029	2331
YPL125W	XVI	313388	316486	+	3099	3355
YPL090C	XVI;XVI	377291;378390	377995;378395	-;-	711	10350
YPR120C	XVI	773875	775182	-	1308	405
YPR198W	XVI	934034	935665	+	1632	1300
YPR053C	XVI	665788	666243	-	456	108
YPR106W	XVI	740061	741392	+	1332	1025
YPL250C	XVI	74309	74719	-	411	976
YPL051W	XVI	459963	460559	+	597	511
YPR013C	XVI	584632	585585	-	954	1143
YPL121C	XVI	320962	321630	-	669	3
YPR068C	XVI	682941	684353	-	1413	448
YPR160W-A	XVI	861934	862014	+	81	0
YPR202W	XVI;XVI	943032;943199	943050;943896	+;+	717	54
YPL270W	XVI	30482	32803	+	2322	3779
YPL248C	XVI	79711	82356	-	2646	1036
YPR058W	XVI	673751	674674	+	924	1500
YPL004C	XVI	550632	551657	-	1026	10662
YPR110C	XVI	745828	746835	-	1008	5517
YPL042C	XVI	473040	474707	-	1668	1843
YPR149W	XVI	829918	830439	+	522	5720
YPL172C	XVI	224353	225741	-	1389	760
YPR009W	XVI	576552	577358	+	807	954
YPL039W	XVI	479225	480175	+	951	576
YPR051W	XVI	664960	665490	+	531	420
YPR134W	XVI	798051	798857	+	807	788
YPR118W	XVI	767752	768987	+	1236	2932
YPR019W	XVI	596750	599551	+	2802	3830
YPL213W	XVI	150614	151330	+	717	614
YPR121W	XVI	778583	780301	+	1719	678
YPL054W	XVI	455759	456664	+	906	216
YPL123C	XVI	317641	318945	-	1305	1257
YPL144W	XVI	280480	280926	+	447	266
YPR036W-A	XVI	645950	646153	+	204	4627
YPL140C	XVI	287514	289034	-	1521	1057
snR70	XVI	718887	719050	-	164	1027
YPL202C	XVI	168088	169338	-	1251	1350
YPL114W	XVI	335948	336367	+	420	136
tI(AAU)P2	XVI	880296	880369	-	74	1
YPL045W	XVI	467260	469656	+	2397	1764
YPL267W	XVI	38169	38798	+	630	221
YPL133C	XVI	299888	301228	-	1341	970
tA(AGC)P	XVI	856902	856974	+	73	2
YPL263C	XVI	44551	46506	-	1956	3365
YPL097W	XVI	364952	366430	+	1479	783
YPR130C	XVI	793374	793781	-	408	29
YPR177C	XVI	892313	892684	-	372	0
YPR124W	XVI	786208	787428	+	1221	1362
YPR157W	XVI	841266	842669	+	1404	931
YPR004C	XVI	564007	565041	-	1035	3087
YPR080W	XVI	700594	701970	+	1377	28295
YPL162C	XVI	243206	244027	-	822	648
YPL200W	XVI	171484	171954	+	471	4
YPR057W	XVI	672471	673496	+	1026	658
YPR100W	XVI	729791	730213	+	423	580
YPR033C	XVI	637379	639019	-	1641	8999
YPR174C	XVI	888043	888708	-	666	430
YPR151C	XVI	831055	831675	-	621	103
YPR180W	XVI	895961	897004	+	1044	1141
YPL210C	XVI	154290	156212	-	1923	3310
tC(GCA)P1	XVI	435893	435964	-	72	0
YPL155C	XVI	257216	259336	-	2121	1297
YPL225W	XVI	126006	126446	+	441	3483
YPL081W	XVI;XVI	404950;405458	404956;406044	+;+	594	3793
YPL266W	XVI	39121	40077	+	957	2623
YPR002W	XVI	558385	559935	+	1551	611
YPL127C	XVI	308828	309604	-	777	2486
YPR108W	XVI	742454	743743	+	1290	5079
YPR172W	XVI	885796	886398	+	603	1381
tF(GAA)P2	XVI;XVI	622540;622595	622575;622631	-;-	73	3
YPR200C	XVI	939279	939671	-	393	78
YPL058C	XVI	445842	450377	-	4536	6115
YPL073C	XVI	418499	418984	-	486	5
YPR197C	XVI	933898	934461	-	564	16
